id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
408,LU_Balance,2030,1,22,24,2.8143000000000002
409,LU_Balance,2030,2,1,3,0.198
410,LU_Balance,2030,2,4,6,0.198
411,LU_Balance,2030,2,7,9,1.7523
412,LU_Balance,2030,2,10,12,1.7523
413,LU_Balance,2030,2,13,15,1.7523
414,LU_Balance,2030,2,16,18,1.7523
415,LU_Balance,2030,2,19,21,1.7523
416,LU_Balance,2030,2,22,24,1.7523
417,LU_Balance,2030,3,1,3,0.17400000000000002
418,LU_Balance,2030,3,4,6,0.17400000000000002
419,LU_Balance,2030,3,7,9,0.17400000000000002
420,LU_Balance,2030,3,10,12,0.17400000000000002
421,LU_Balance,2030,3,13,15,0.17400000000000002
422,LU_Balance,2030,3,16,18,1.5399
423,LU_Balance,2030,3,19,21,1.5399
424,LU_Balance,2030,3,22,24,0.17400000000000002
425,LU_Balance,2030,4,1,3,0.138
426,LU_Balance,2030,4,4,6,0.138
427,LU_Balance,2030,4,7,9,1.2213
428,LU_Balance,2030,4,10,12,1.2213
429,LU_Balance,2030,4,13,15,0.138
430,LU_Balance,2030,4,16,18,1.2213
431,LU_Balance,2030,4,19,21,1.2213
432,LU_Balance,2030,4,22,24,1.2213
433,LU_Balance,2030,5,1,3,0.312
434,LU_Balance,2030,5,4,6,0.312
435,LU_Balance,2030,5,7,9,0.312
436,LU_Balance,2030,5,10,12,0.312
437,LU_Balance,2030,5,13,15,0.312
438,LU_Balance,2030,5,16,18,0.312
439,LU_Balance,2030,5,19,21,0.312
440,LU_Balance,2030,5,22,24,0.312
441,LU_Balance,2030,6,1,3,0.9558
442,LU_Balance,2030,6,4,6,0.9558
443,LU_Balance,2030,6,7,9,0.9558
444,LU_Balance,2030,6,10,12,0.9558
445,LU_Balance,2030,6,13,15,0.9558
446,LU_Balance,2030,6,16,18,0.9558
447,LU_Balance,2030,6,19,21,0.9558
448,LU_Balance,2030,6,22,24,0.9558
449,LU_Balance,2030,7,1,3,1.9647000000000001
450,LU_Balance,2030,7,4,6,3.6630000000000003
451,LU_Balance,2030,7,7,9,5.661
452,LU_Balance,2030,7,10,12,5.661
453,LU_Balance,2030,7,13,15,3.6630000000000003
454,LU_Balance,2030,7,16,18,5.661
455,LU_Balance,2030,7,19,21,5.661
456,LU_Balance,2030,7,22,24,3.6630000000000003
457,LU_Balance,2030,8,1,3,0.186
458,LU_Balance,2030,8,4,6,0.186
459,LU_Balance,2030,8,7,9,0.186
460,LU_Balance,2030,8,10,12,0.186
461,LU_Balance,2030,8,13,15,0.186
462,LU_Balance,2030,8,16,18,0.186
463,LU_Balance,2030,8,19,21,0.186
464,LU_Balance,2030,8,22,24,0.186
465,LU_Balance,2030,9,1,3,0.258
466,LU_Balance,2030,9,4,6,0.258
467,LU_Balance,2030,9,7,9,2.2833
468,LU_Balance,2030,9,10,12,0.258
469,LU_Balance,2030,9,13,15,0.258
470,LU_Balance,2030,9,16,18,0.258
471,LU_Balance,2030,9,19,21,2.2833
472,LU_Balance,2030,9,22,24,2.2833
473,LU_Balance,2030,10,1,3,2.4426
474,LU_Balance,2030,10,4,6,4.554
475,LU_Balance,2030,10,7,9,4.554
476,LU_Balance,2030,10,10,12,4.554
477,LU_Balance,2030,10,13,15,4.554
478,LU_Balance,2030,10,16,18,7.037999999999999
479,LU_Balance,2030,10,19,21,7.037999999999999
480,LU_Balance,2030,10,22,24,4.554
481,NL_Balance,2030,1,1,3,2.8143000000000002
482,NL_Balance,2030,1,4,6,2.8143000000000002
483,NL_Balance,2030,1,7,9,5.247
484,NL_Balance,2030,1,10,12,5.247
485,NL_Balance,2030,1,13,15,5.247
486,NL_Balance,2030,1,16,18,2.8143000000000002
487,NL_Balance,2030,1,19,21,5.247
488,NL_Balance,2030,1,22,24,2.8143000000000002
489,NL_Balance,2030,2,1,3,0.198
490,NL_Balance,2030,2,4,6,0.198
491,NL_Balance,2030,2,7,9,1.7523
492,NL_Balance,2030,2,10,12,1.7523
493,NL_Balance,2030,2,13,15,1.7523
494,NL_Balance,2030,2,16,18,1.7523
495,NL_Balance,2030,2,19,21,1.7523
496,NL_Balance,2030,2,22,24,0.198
497,NL_Balance,2030,3,1,3,0.17400000000000002
498,NL_Balance,2030,3,4,6,0.17400000000000002
499,NL_Balance,2030,3,7,9,0.17400000000000002
500,NL_Balance,2030,3,10,12,0.17400000000000002
501,NL_Balance,2030,3,13,15,0.17400000000000002
502,NL_Balance,2030,3,16,18,0.17400000000000002
503,NL_Balance,2030,3,19,21,0.17400000000000002
504,NL_Balance,2030,3,22,24,0.17400000000000002
505,NL_Balance,2030,4,1,3,0.138
506,NL_Balance,2030,4,4,6,0.138
507,NL_Balance,2030,4,7,9,1.2213
508,NL_Balance,2030,4,10,12,1.2213
509,NL_Balance,2030,4,13,15,1.2213
510,NL_Balance,2030,4,16,18,1.2213
511,NL_Balance,2030,4,19,21,0.138
512,NL_Balance,2030,4,22,24,0.138
513,NL_Balance,2030,5,1,3,0.312
514,NL_Balance,2030,5,4,6,0.312
515,NL_Balance,2030,5,7,9,0.312
516,NL_Balance,2030,5,10,12,0.312
517,NL_Balance,2030,5,13,15,0.312
518,NL_Balance,2030,5,16,18,0.312
519,NL_Balance,2030,5,19,21,0.312
520,NL_Balance,2030,5,22,24,0.312
521,NL_Balance,2030,6,1,3,0.9558
522,NL_Balance,2030,6,4,6,0.9558
523,NL_Balance,2030,6,7,9,0.9558
524,NL_Balance,2030,6,10,12,0.9558
525,NL_Balance,2030,6,13,15,0.9558
526,NL_Balance,2030,6,16,18,0.9558
527,NL_Balance,2030,6,19,21,0.9558
528,NL_Balance,2030,6,22,24,0.9558
529,NL_Balance,2030,7,1,3,1.9647000000000001
530,NL_Balance,2030,7,4,6,3.6630000000000003
531,NL_Balance,2030,7,7,9,5.661
532,NL_Balance,2030,7,10,12,5.661
533,NL_Balance,2030,7,13,15,3.6630000000000003
534,NL_Balance,2030,7,16,18,5.661
535,NL_Balance,2030,7,19,21,5.661
536,NL_Balance,2030,7,22,24,3.6630000000000003
537,NL_Balance,2030,8,1,3,0.186
538,NL_Balance,2030,8,4,6,0.186
539,NL_Balance,2030,8,7,9,0.186
540,NL_Balance,2030,8,10,12,0.186
541,NL_Balance,2030,8,13,15,0.186
542,NL_Balance,2030,8,16,18,0.186
543,NL_Balance,2030,8,19,21,0.186
544,NL_Balance,2030,8,22,24,0.186
545,NL_Balance,2030,9,1,3,0.258
546,NL_Balance,2030,9,4,6,0.258
547,NL_Balance,2030,9,7,9,2.2833
548,NL_Balance,2030,9,10,12,0.258
549,NL_Balance,2030,9,13,15,0.258
550,NL_Balance,2030,9,16,18,0.258
551,NL_Balance,2030,9,19,21,2.2833
552,NL_Balance,2030,9,22,24,2.2833
553,NL_Balance,2030,10,1,3,2.4426
554,NL_Balance,2030,10,4,6,4.554
555,NL_Balance,2030,10,7,9,4.554
556,NL_Balance,2030,10,10,12,4.554
557,NL_Balance,2030,10,13,15,4.554
558,NL_Balance,2030,10,16,18,7.037999999999999
559,NL_Balance,2030,10,19,21,4.554
560,NL_Balance,2030,10,22,24,4.554
