id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_consumer
281,FR_E_Demand,2030,7,17,20,40.703628528331684
282,FR_E_Demand,2030,7,21,24,40.703628528331684
283,FR_E_Demand,2030,8,1,4,0.248
284,FR_E_Demand,2030,8,5,8,0.248
285,FR_E_Demand,2030,8,9,12,0.248
286,FR_E_Demand,2030,8,13,16,0.248
287,FR_E_Demand,2030,8,17,20,0.248
288,FR_E_Demand,2030,8,21,24,0.248
289,FR_E_Demand,2030,9,1,4,0.34400000000000003
290,FR_E_Demand,2030,9,5,8,0.34400000000000003
291,FR_E_Demand,2030,9,9,12,0.34400000000000003
292,FR_E_Demand,2030,9,13,16,0.34400000000000003
293,FR_E_Demand,2030,9,17,20,3.0444
294,FR_E_Demand,2030,9,21,24,3.0444
295,FR_E_Demand,2030,10,1,4,3.2568
296,FR_E_Demand,2030,10,5,8,3.2568
297,FR_E_Demand,2030,10,9,12,6.072
298,FR_E_Demand,2030,10,13,16,3.2568
299,FR_E_Demand,2030,10,17,20,6.072
300,FR_E_Demand,2030,10,21,24,6.072
301,LU_E_Demand,2030,1,1,4,3.7524
302,LU_E_Demand,2030,1,5,8,6.996
303,LU_E_Demand,2030,1,9,12,6.996
304,LU_E_Demand,2030,1,13,16,3.7524
305,LU_E_Demand,2030,1,17,20,6.996
306,LU_E_Demand,2030,1,21,24,3.7524
307,LU_E_Demand,2030,2,1,4,0.264
308,LU_E_Demand,2030,2,5,8,2.3364000000000003
309,LU_E_Demand,2030,2,9,12,2.3364000000000003
310,LU_E_Demand,2030,2,13,16,2.3364000000000003
311,LU_E_Demand,2030,2,17,20,2.3364000000000003
312,LU_E_Demand,2030,2,21,24,2.3364000000000003
313,LU_E_Demand,2030,3,1,4,0.232
314,LU_E_Demand,2030,3,5,8,0.232
315,LU_E_Demand,2030,3,9,12,0.232
316,LU_E_Demand,2030,3,13,16,2.0532
317,LU_E_Demand,2030,3,17,20,2.0532
318,LU_E_Demand,2030,3,21,24,0.232
319,LU_E_Demand,2030,4,1,4,0.184
320,LU_E_Demand,2030,4,5,8,0.184
321,LU_E_Demand,2030,4,9,12,1.6284
322,LU_E_Demand,2030,4,13,16,0.184
323,LU_E_Demand,2030,4,17,20,1.6284
324,LU_E_Demand,2030,4,21,24,1.6284
325,LU_E_Demand,2030,5,1,4,0.41600000000000004
326,LU_E_Demand,2030,5,5,8,0.41600000000000004
327,LU_E_Demand,2030,5,9,12,0.41600000000000004
328,LU_E_Demand,2030,5,13,16,0.41600000000000004
329,LU_E_Demand,2030,5,17,20,0.41600000000000004
330,LU_E_Demand,2030,5,21,24,0.41600000000000004
331,LU_E_Demand,2030,6,1,4,1.2744
332,LU_E_Demand,2030,6,5,8,1.2744
333,LU_E_Demand,2030,6,9,12,1.2744
334,LU_E_Demand,2030,6,13,16,0.14400000000000002
335,LU_E_Demand,2030,6,17,20,1.2744
336,LU_E_Demand,2030,6,21,24,1.2744
337,LU_E_Demand,2030,7,1,4,2.6196
338,LU_E_Demand,2030,7,5,8,7.547999999999999
339,LU_E_Demand,2030,7,9,12,7.547999999999999
340,LU_E_Demand,2030,7,13,16,4.884
341,LU_E_Demand,2030,7,17,20,40.703628528331684
342,LU_E_Demand,2030,7,21,24,4.884
343,LU_E_Demand,2030,8,1,4,0.248
344,LU_E_Demand,2030,8,5,8,0.248
345,LU_E_Demand,2030,8,9,12,0.248
346,LU_E_Demand,2030,8,13,16,0.248
347,LU_E_Demand,2030,8,17,20,0.248
348,LU_E_Demand,2030,8,21,24,0.248
349,LU_E_Demand,2030,9,1,4,0.34400000000000003
350,LU_E_Demand,2030,9,5,8,0.34400000000000003
351,LU_E_Demand,2030,9,9,12,0.34400000000000003
352,LU_E_Demand,2030,9,13,16,0.34400000000000003
353,LU_E_Demand,2030,9,17,20,3.0444
354,LU_E_Demand,2030,9,21,24,3.0444
355,LU_E_Demand,2030,10,1,4,3.2568
356,LU_E_Demand,2030,10,5,8,6.072
357,LU_E_Demand,2030,10,9,12,6.072
358,LU_E_Demand,2030,10,13,16,6.072
359,LU_E_Demand,2030,10,17,20,9.383999999999999
360,LU_E_Demand,2030,10,21,24,6.072
361,NL_E_Demand,2030,1,1,4,3.7524
362,NL_E_Demand,2030,1,5,8,6.996
363,NL_E_Demand,2030,1,9,12,6.996
364,NL_E_Demand,2030,1,13,16,17.6408
365,NL_E_Demand,2030,1,17,20,6.996
366,NL_E_Demand,2030,1,21,24,3.7524
367,NL_E_Demand,2030,2,1,4,0.264
368,NL_E_Demand,2030,2,5,8,2.3364000000000003
